term,raw_count_domain,tf,df_wikipedia,idf,tfidf_score,in_wikipedia,below_min_df
film,3,2.098612,569712,3.420141,7.17755,true,false
limited,2,1.693147,252884,4.232339,7.165972,true,false
facial,1,1.0,13537,7.159773,7.159773,true,false
aria,1,1.0,13738,7.145035,7.145035,true,false
dig,1,1.0,13777,7.142201,7.142201,true,false
ec,1,1.0,13860,7.136194,7.136194,true,false
reject,1,1.0,14157,7.114994,7.114994,true,false
judgement,1,1.0,14234,7.10957,7.10957,true,false
sol,1,1.0,14452,7.094372,7.094372,true,false
regular,2,1.693147,263850,4.189889,7.094099,true,false
cooling,1,1.0,14710,7.076678,7.076678,true,false
lok,1,1.0,14958,7.05996,7.05996,true,false
collar,1,1.0,15027,7.055358,7.055358,true,false
crossover,1,1.0,15045,7.054161,7.054161,true,false
local,3,2.098612,617944,3.338874,7.007002,true,false
din,1,1.0,15811,7.004504,7.004504,true,false
fin,1,1.0,16082,6.987511,6.987511,true,false
fence,1,1.0,16287,6.974845,6.974845,true,false
alert,1,1.0,16374,6.969518,6.969518,true,false
fork,1,1.0,16461,6.964219,6.964219,true,false
force,2,1.693147,286998,4.105795,6.951715,true,false
cycles,1,1.0,16947,6.935124,6.935124,true,false
afl,1,1.0,17113,6.925377,6.925377,true,false
downstream,1,1.0,17605,6.897034,6.897034,true,false
static,1,1.0,18032,6.87307,6.87307,true,false
micro,1,1.0,18078,6.870523,6.870523,true,false
portable,1,1.0,18151,6.866493,6.866493,true,false
modification,1,1.0,18565,6.843942,6.843942,true,false
house,3,2.098612,668822,3.259754,6.84096,true,false
centre,2,1.693147,307147,4.037944,6.836833,true,false
dec,1,1.0,19073,6.816947,6.816947,true,false
knife,1,1.0,19458,6.796964,6.796964,true,false
pour,1,1.0,19475,6.796091,6.796091,true,false
geometry,1,1.0,19905,6.774252,6.774252,true,false
terrible,1,1.0,20151,6.76197,6.76197,true,false
stuff,1,1.0,20209,6.759096,6.759096,true,false
ear,1,1.0,20950,6.723087,6.723087,true,false
composite,1,1.0,20962,6.722515,6.722515,true,false
complaint,1,1.0,20973,6.72199,6.72199,true,false
burnt,1,1.0,21012,6.720132,6.720132,true,false
boxes,1,1.0,21068,6.717471,6.717471,true,false
pointing,1,1.0,21114,6.71529,6.71529,true,false
underneath,1,1.0,21781,6.68419,6.68419,true,false
capped,1,1.0,21835,6.681714,6.681714,true,false
pipe,1,1.0,22799,6.638513,6.638513,true,false
repeat,1,1.0,23586,6.604578,6.604578,true,false
routine,1,1.0,23801,6.595504,6.595504,true,false
rap,1,1.0,24306,6.574509,6.574509,true,false
min,1,1.0,24512,6.56607,6.56607,true,false
mild,1,1.0,25003,6.546238,6.546238,true,false
update,1,1.0,25165,6.53978,6.53978,true,false
mistake,1,1.0,25266,6.535774,6.535774,true,false
originating,1,1.0,25694,6.518977,6.518977,true,false
integrity,1,1.0,26320,6.494907,6.494907,true,false
intact,1,1.0,26656,6.482222,6.482222,true,false
log,1,1.0,27087,6.466183,6.466183,true,false
edges,1,1.0,27088,6.466146,6.466146,true,false
interface,1,1.0,27440,6.453235,6.453235,true,false
butterfly,1,1.0,29313,6.387208,6.387208,true,false
catalog,1,1.0,29417,6.383667,6.383667,true,false
refer,2,1.693147,401471,3.770136,6.383395,true,false
hybrid,1,1.0,29793,6.370967,6.370967,true,false
tiny,1,1.0,30100,6.360715,6.360715,true,false
obvious,1,1.0,30678,6.341695,6.341695,true,false
tight,1,1.0,31027,6.330384,6.330384,true,false
blocked,1,1.0,31316,6.321113,6.321113,true,false
arc,1,1.0,31933,6.301602,6.301602,true,false
longtime,1,1.0,32059,6.297664,6.297664,true,false
enhanced,1,1.0,33377,6.257377,6.257377,true,false
consumption,1,1.0,33466,6.254714,6.254714,true,false
measuring,1,1.0,33476,6.254415,6.254415,true,false
monitoring,1,1.0,33890,6.242124,6.242124,true,false
vicinity,1,1.0,34230,6.232142,6.232142,true,false
requirement,1,1.0,34587,6.221767,6.221767,true,false
shock,1,1.0,34864,6.21379,6.21379,true,false
raw,1,1.0,35301,6.201334,6.201334,true,false
firing,1,1.0,35430,6.197686,6.197686,true,false
sample,1,1.0,35596,6.193012,6.193012,true,false
functional,1,1.0,36295,6.173566,6.173566,true,false
record,2,1.693147,465629,3.621882,6.13238,true,false
certificate,1,1.0,38240,6.121365,6.121365,true,false
accurate,1,1.0,38792,6.107034,6.107034,true,false
witness,1,1.0,38923,6.103663,6.103663,true,false
reverse,1,1.0,39410,6.091229,6.091229,true,false
grove,1,1.0,39743,6.082815,6.082815,true,false
shipping,1,1.0,40166,6.072228,6.072228,true,false
electricity,1,1.0,40660,6.060004,6.060004,true,false
hat,1,1.0,41130,6.048512,6.048512,true,false
frequency,1,1.0,43204,5.999317,5.999317,true,false
lie,1,1.0,43562,5.991065,5.991065,true,false
burning,1,1.0,44238,5.975667,5.975667,true,false
intermediate,1,1.0,44266,5.975034,5.975034,true,false
manuel,1,1.0,45030,5.957922,5.957922,true,false
pain,1,1.0,45358,5.950665,5.950665,true,false
notice,1,1.0,45366,5.950489,5.950489,true,false
ask,1,1.0,46782,5.919754,5.919754,true,false
interpretation,1,1.0,47692,5.900489,5.900489,true,false
thin,1,1.0,47798,5.898269,5.898269,true,false
bold,1,1.0,49009,5.873249,5.873249,true,false
identical,1,1.0,49777,5.8577,5.8577,true,false
relevant,1,1.0,50250,5.848243,5.848243,true,false
touch,1,1.0,50280,5.847646,5.847646,true,false
shift,1,1.0,50488,5.843518,5.843518,true,false
near,2,1.693147,552359,3.451074,5.843176,true,false
bush,1,1.0,50545,5.84239,5.84239,true,false
ride,1,1.0,50838,5.83661,5.83661,true,false
coal,1,1.0,50943,5.834547,5.834547,true,false
balance,1,1.0,53235,5.790539,5.790539,true,false
tier,1,1.0,54382,5.769222,5.769222,true,false
disc,1,1.0,54853,5.760599,5.760599,true,false
object,1,1.0,55412,5.750459,5.750459,true,false
duo,1,1.0,56661,5.72817,5.72817,true,false
mechanical,1,1.0,56741,5.726759,5.726759,true,false
conclusion,1,1.0,59303,5.682597,5.682597,true,false
second,3,2.098612,1162536,2.706914,5.680762,true,false
counter,1,1.0,60279,5.666273,5.666273,true,false
option,1,1.0,62173,5.635337,5.635337,true,false
indicate,1,1.0,62884,5.623966,5.623966,true,false
mention,1,1.0,63234,5.618416,5.618416,true,false
junction,1,1.0,64760,5.59457,5.59457,true,false
pattern,1,1.0,65221,5.587477,5.587477,true,false
window,1,1.0,67749,5.549449,5.549449,true,false
card,1,1.0,68314,5.541144,5.541144,true,false
approval,1,1.0,69323,5.526482,5.526482,true,false
unusual,1,1.0,69481,5.524206,5.524206,true,false
grey,1,1.0,69697,5.521102,5.521102,true,false
parallel,1,1.0,71634,5.49369,5.49369,true,false
ann,1,1.0,71801,5.491361,5.491361,true,false
proper,1,1.0,72070,5.487622,5.487622,true,false
turning,1,1.0,72442,5.482474,5.482474,true,false
ready,1,1.0,73022,5.474499,5.474499,true,false
loan,1,1.0,73504,5.46792,5.46792,true,false
path,1,1.0,74873,5.449467,5.449467,true,false
severe,1,1.0,75682,5.43872,5.43872,true,false
circuit,1,1.0,75982,5.434764,5.434764,true,false
jan,1,1.0,76601,5.42665,5.42665,true,false
sector,1,1.0,77339,5.417062,5.417062,true,false
thing,1,1.0,78031,5.408155,5.408155,true,false
ward,1,1.0,79148,5.393941,5.393941,true,false
temporary,1,1.0,79712,5.386841,5.386841,true,false
orange,1,1.0,81430,5.365518,5.365518,true,false
day,2,1.693147,733118,3.167966,5.363832,true,false
bus,1,1.0,83683,5.338226,5.338226,true,false
equal,1,1.0,85387,5.318068,5.318068,true,false
didn,1,1.0,86075,5.310043,5.310043,true,false
overview,1,1.0,86257,5.307931,5.307931,true,false
affected,1,1.0,87944,5.288562,5.288562,true,false
traffic,1,1.0,91393,5.250094,5.250094,true,false
apart,1,1.0,92944,5.233266,5.233266,true,false
evening,1,1.0,93060,5.232018,5.232018,true,false
eye,1,1.0,94109,5.220809,5.220809,true,false
der,1,1.0,98308,5.177158,5.177158,true,false
blood,1,1.0,105624,5.105379,5.105379,true,false
method,1,1.0,107597,5.086872,5.086872,true,false
looking,1,1.0,110939,5.056284,5.056284,true,false
yellow,1,1.0,112989,5.037974,5.037974,true,false
begin,1,1.0,113900,5.029944,5.029944,true,false
determined,1,1.0,115486,5.016116,5.016116,true,false
format,1,1.0,115950,5.012106,5.012106,true,false
content,1,1.0,118064,4.994038,4.994038,true,false
schedule,1,1.0,118162,4.993209,4.993209,true,false
situation,1,1.0,119922,4.978424,4.978424,true,false
agreement,1,1.0,126950,4.921472,4.921472,true,false
connected,1,1.0,128615,4.908442,4.908442,true,false
chart,1,1.0,129431,4.902118,4.902118,true,false
letter,1,1.0,129747,4.89968,4.89968,true,false
paper,1,1.0,130190,4.896271,4.896271,true,false
alternative,1,1.0,131972,4.882676,4.882676,true,false
analysis,1,1.0,133159,4.873722,4.873722,true,false
pro,1,1.0,134154,4.866278,4.866278,true,false
break,1,1.0,136113,4.851781,4.851781,true,false
entry,1,1.0,136956,4.845607,4.845607,true,false
engineer,1,1.0,137730,4.839971,4.839971,true,false
joint,1,1.0,138105,4.837252,4.837252,true,false
capacity,1,1.0,138122,4.837129,4.837129,true,false
environment,1,1.0,139070,4.830289,4.830289,true,false
fine,1,1.0,141361,4.81395,4.81395,true,false
presence,1,1.0,142616,4.805111,4.805111,true,false
potential,1,1.0,143114,4.801625,4.801625,true,false
state,2,1.693147,1049862,2.808859,4.755811,true,false
technical,1,1.0,157260,4.707367,4.707367,true,false
likely,1,1.0,157581,4.705328,4.705328,true,false
direction,1,1.0,157694,4.704611,4.704611,true,false
hold,1,1.0,158283,4.700883,4.700883,true,false
van,1,1.0,158647,4.698586,4.698586,true,false
effect,1,1.0,162333,4.675618,4.675618,true,false
movie,1,1.0,162828,4.672573,4.672573,true,false
lack,1,1.0,167532,4.644093,4.644093,true,false
mixed,1,1.0,168604,4.637715,4.637715,true,false
prize,1,1.0,171326,4.6217,4.6217,true,false
recording,1,1.0,171950,4.618064,4.618064,true,false
attempt,1,1.0,176207,4.593609,4.593609,true,false
sport,1,1.0,185149,4.544107,4.544107,true,false
double,1,1.0,188439,4.526494,4.526494,true,false
failed,1,1.0,192745,4.5039,4.5039,true,false
profile,1,1.0,195481,4.489805,4.489805,true,false
remaining,1,1.0,196406,4.485085,4.485085,true,false
seat,1,1.0,201916,4.457417,4.457417,true,false
al,1,1.0,207245,4.431367,4.431367,true,false
race,1,1.0,213563,4.401337,4.401337,true,false
self,1,1.0,218865,4.376814,4.376814,true,false
match,1,1.0,218889,4.376704,4.376704,true,false
entire,1,1.0,219884,4.372169,4.372169,true,false
united,2,1.693147,1329641,2.572609,4.355805,true,false
closed,1,1.0,225343,4.347645,4.347645,true,false
space,1,1.0,225352,4.347606,4.347606,true,false
external,4,2.386294,2828449,1.817789,4.337781,true,false
description,1,1.0,230377,4.325552,4.325552,true,false
associated,1,1.0,238651,4.290267,4.290267,true,false
organization,1,1.0,250618,4.24134,4.24134,true,false
health,1,1.0,254088,4.227589,4.227589,true,false
process,1,1.0,257759,4.213245,4.213245,true,false
sent,1,1.0,261589,4.198495,4.198495,true,false
year,2,1.693147,1506772,2.447548,4.144059,true,false
sea,1,1.0,282485,4.121645,4.121645,true,false
body,1,1.0,287962,4.102442,4.102442,true,false
prior,1,1.0,295643,4.076118,4.076118,true,false
term,1,1.0,303982,4.048302,4.048302,true,false
band,1,1.0,309941,4.028888,4.028888,true,false
hall,1,1.0,321137,3.993403,3.993403,true,false
release,1,1.0,332984,3.957176,3.957176,true,false
round,1,1.0,333012,3.957092,3.957092,true,false
free,1,1.0,371847,3.846788,3.846788,true,false
run,1,1.0,375832,3.836129,3.836129,true,false
notable,1,1.0,381322,3.821627,3.821627,true,false
track,1,1.0,407009,3.756436,3.756436,true,false
division,1,1.0,407922,3.754195,3.754195,true,false
production,1,1.0,419023,3.727345,3.727345,true,false
man,1,1.0,438376,3.682194,3.682194,true,false
period,1,1.0,444673,3.667932,3.667932,true,false
late,1,1.0,553295,3.44938,3.44938,true,false
major,1,1.0,630741,3.318377,3.318377,true,false
found,1,1.0,739631,3.159121,3.159121,true,false
international,1,1.0,816428,3.060334,3.060334,true,false
name,1,1.0,949164,2.909691,2.909691,true,false
following,1,1.0,1035347,2.822781,2.822781,true,false
well,1,1.0,1066766,2.792886,2.792886,true,false
life,1,1.0,1081515,2.779155,2.779155,true,false
an,1,1.0,3314453,1.659225,1.659225,true,false
